i_type,incident_with,date,p_type,details,incident_effect,injury,trip_purpose,regular_cyclist,helemt,intoxicated,road_conditions,sightlines,card_on_roadside,riding_on,bike_lights,terrain,direction,turning,age,birthmonth,sex,pk,longitude,latitude
Near collision with moving object or vehicle,"Vehicle, side",2015-01-21T08:50:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,397,-123.3657146,48.41849235
Near collision with moving object or vehicle,"Vehicle, head on",2014-11-18T08:55:00,nearmiss,"Several cars were in turning lane (my light) - one in front made it through before I entered the intersection. The one behind began the turn before waiting for the previous car fully cleared his field of vision, nearly hit me.",,No injury,Commute,,,,,,,,,,,,,,,398,-123.3655751,48.41849947
Near collision with moving object or vehicle,"Vehicle, side",2014-11-11T09:00:00,nearmiss,Car nearly sideswiped me with a close pass so he could get to a red light faster.,,No injury,Commute,,,,,,,,,,,,,,,399,-123.3673722,48.41842115
Near collision with moving object or vehicle,"Vehicle, side",2014-12-16T16:45:00,nearmiss,"Car slowed down for a stop sign, but failed to come to a complete stop and drifted through the intersection.",,No injury,Commute,Y,Y,N,Wet,No obstructions,N,Mixed use trail,FB,Downhill,W,Heading straight,1971,9,M,402,-123.3308029,48.45049634
Near collision with moving object or vehicle,"Vehicle, side",2015-01-26T17:40:00,nearmiss,"Vehicle passed me very closely, almost hitting my mirror.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",FB,Flat,E,Heading straight,1982,8,M,403,-123.3319831,48.41749546
Near collision with moving object or vehicle,"Vehicle, angle",2015-01-26T19:00:00,nearmiss,I had an altercation biking on the HOV lane (I was confused by the painted arrows of the firetruck HOV lane) and a car leaving the shell gas station nearly hit me and yelled profanities. It wasn't pleasant and it would be nice if it was a little clearer what to do there.,,"Injury, no treatment",Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Uphill,E,Heading straight,1984,6,F,404,-123.3443534,48.42434868
Near collision with stationary object or vehicle,"Vehicle, open door",2015-01-27T16:40:00,nearmiss,,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,E,Heading straight,1975,4,F,405,-123.3075857,48.45627374
Near collision with moving object or vehicle,"Vehicle, side",2015-01-27T22:05:00,nearmiss,"Turning right, taxi sped up and passed me, and then swerved quickly right, forcing me to brake.",,No injury,Social reason,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,E,Turning right,1982,8,M,407,-123.3703923,48.42791555
Near collision with moving object or vehicle,"Vehicle, head on",2015-02-03T17:45:00,nearmiss,,,No injury,Commute,Y,Y,N,Dry,Glare or reflection,N,Mixed use trail,FB,Flat,E,Heading straight,,,F,417,-123.389951,48.45822381
Near collision with moving object or vehicle,"Vehicle, side",2014-09-04T18:45:00,nearmiss,After light had changed to green I proceeded through  intersection and had to lock up brakes as SUV went through red light and then pointed to the sunset as the sun had apparently obscured their view of the traffic signal.,,No injury,Personal business,N,Y,N,Dry,Glare or reflection,N,"Busy street, no bike facilities",NL,Flat,N,Heading straight,1958,2,M,418,-123.3453512,48.42680849
Near collision with moving object or vehicle,"Vehicle, side",2015-02-11T16:00:00,nearmiss,"Vehicle passed very close to me, near enough that I could touch the vehicle.",,No injury,Social reason,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",FB,Flat,W,Heading straight,1982,8,M,419,-123.3329058,48.41719639
Near collision with moving object or vehicle,"Vehicle, side",2013-11-01T17:15:00,nearmiss,"I was cycling NW on Craigflower near the junction with Helmken Road when a driver suddenly moved across the bike lane into the right hand turn lane without signaling, shoulder checking or mirror checking. I had to brake hard and pull as far to the right as I could without running into the curb. ",,No injury,Commute,Y,Y,N,Wet,Glare or reflection,N,Busy street bike lane,FB,Downhill,NW,Heading straight,1977,8,F,422,-123.4404087,48.45581711
Near collision with stationary object or vehicle,Animal,2015-02-03T22:10:00,nearmiss,A racoon ran out from the north side of the goose to the south side (towards highway) in front of me. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,F,Flat,I don't know,Heading straight,1984,12,F,423,-123.4179318,48.4649257
Near collision with moving object or vehicle,"Vehicle, side",2015-02-17T08:45:00,nearmiss,"As we were biking past the View Royal Elementary school, there was a car at the sidewalk stopped (with no turn signals on), as we went to pass it (and the crosswalk) the van started to turn into the elementary school parking lot. We had to stop suddenly.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Quiet street bike lane,B,Downhill,NE,Heading straight,1984,12,F,424,-123.4371471,48.45758702
Near collision with moving object or vehicle,"Vehicle, side",2015-02-17T16:30:00,nearmiss,Almost every time I cycle past here (on the goose) I have some sort of near miss with the vehicles in the lane merging on the highway.  No one seems to look for bikers/pedestrians here.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,F,Flat,NW,Heading straight,1984,12,F,425,-123.4048051,48.4599385
Near collision with moving object or vehicle,"Vehicle, side",2015-02-18T16:00:00,nearmiss,"Bus was speeding along Richardson, it and I were going to get to a parked car at the same time, so I pulled out and it passed me very closely.",,No injury,Personal business,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,E,Heading straight,1982,8,M,426,-123.3420038,48.41621372
Near collision with moving object or vehicle,"Vehicle, side",2015-02-18T14:50:00,nearmiss,"Vehicle turning right across the bike lane, nearly didn't stop.",,No injury,Personal business,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Downhill,W,Heading straight,1982,8,M,427,-123.4027719,48.44232642
Near collision with moving object or vehicle,"Vehicle, angle",2015-02-18T17:05:00,nearmiss,A vehicle was heading east on Haultain St between Cook St and Fernwood Rd. The vehicle passed me just before Cedar Hill Rd and almost t-boned a vehicle travelling south on Cedar Hill as it crossed the intersection. Visibility around Cedar Hill and Haultain isn't that great.  Caution for cyclists.  ,,No injury,Commute,Y,Y,N,Dry,View obstructed,Y,"Quiet street, no bike facilities",FB,Uphill,E,Heading straight,,,M,703,-123.3449972,48.43622659
Near collision with moving object or vehicle,Another cyclist,2015-02-11T17:25:00,nearmiss,s bend in trail with obstructed view and over grown contested trail,,No injury,Commute,Y,Y,N,"Loose sand, gravel, or dirt",View obstructed,N,Mixed use trail,NL,Flat,S,Turning left,1978,8,M,709,-123.395884,48.48826512
Near collision with moving object or vehicle,Pedestrian,2014-09-10T14:20:00,nearmiss,pedestrians congregating on bridge with obstructed view,,No injury,Commute,Y,N,N,"Loose sand, gravel, or dirt",View obstructed,N,Mixed use trail,FB,Downhill,S,Heading straight,1978,8,M,710,-123.3955461,48.4892855
Near collision with moving object or vehicle,"Vehicle, side",2015-02-24T17:45:00,nearmiss,"Minivan driver did not stop at stop signal on Harbinger and Richardson. Turned right onto Richardson, and almost hit me. I was very surprised, scared and angry. The driver did not acknowledged my presence on the road at all or the fact that he ignored the stop sign.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,E,Heading straight,1973,2,F,714,-123.3508873,48.41654128
Near collision with moving object or vehicle,"Vehicle, angle",2015-02-17T17:00:00,nearmiss,Heading south on Cook street just south of Bay street where two lanes merge into one. Car attempts to pass traffic in the merge lane where I was riding and nearly hit me.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,S,Heading straight,1990,1,M,719,-123.3523464,48.4347033
Near collision with moving object or vehicle,"Vehicle, head on",2015-01-14T13:30:00,nearmiss,This is one of the scariest intersections for pedestrians in Victoria.  They've put pilons in the road that curve around from Mckenzie S onto the highway W. This has the effect of creating a cornered acceleration lane.   Cars start to gain speed before attempting to stop for pedestrians - unsafe. ,,No injury,Exercise or recreation,,,,Dry,Don't Remember,N,Busy street bike lane,NL,Flat,E,Heading straight,,,,720,-123.4047031,48.45984601
Near collision with stationary object or vehicle,"Vehicle, side",2015-01-14T08:30:00,nearmiss,This type of incident has happened on 3 occasions.  There is heavy traffic as parent safe dropping off students.  Cars parking on the side of road and cars turning into student drop off area.  I have been cut off once and pushed into the cars parked on side and had doors open in in my lane.,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1965,5,M,722,-123.320632,48.46619199
Near collision with moving object or vehicle,"Vehicle, side",2015-02-05T14:30:00,nearmiss,"Car turned right in fron if me without looking, coming very  Close to hitting me",,No injury,Commute,,,,Dry,No obstructions,Y,"Quiet street, no bike facilities",FB,,,Heading straight,,,,723,-123.3636546,48.42044335
Near collision with moving object or vehicle,"Vehicle, angle",2014-12-09T06:10:00,nearmiss,,,No injury,Commute,Y,Y,N,Dry,,,,,,,,1967,8,M,724,-123.3865714,48.48761448
Near collision with moving object or vehicle,"Vehicle, side",2013-10-17T16:05:00,nearmiss,"I was biking home from school in the afternoon, it was sunny with good conditions.  I was in a bike lane proceeding straight, and a car almost pulled out of the parking lot into me.  They luckily stopped right before and I had to swerve around them ",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,I don't know,Heading straight,1993,11,F,725,-123.331393,48.4686889
Near collision with moving object or vehicle,"Vehicle, angle",2015-02-24T08:00:00,nearmiss,Similar to other incidents ignorant cabbie saw me coming on  musgrave and pulled out in front I swerved to pass he followed me down musgrave. Terrible intersection. Come on oak bay... Keep up with saanich and Victoria with bike infrastructure!  These 1940s intersections are begging for tragedy. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,N,Heading straight,,,,726,-123.3083045,48.43772492
Near collision with moving object or vehicle,"Vehicle, side",2015-02-18T17:00:00,nearmiss,,,No injury,Social reason,,,,,,,,,,,,,,,730,-123.3602214,48.43546495
Near collision with moving object or vehicle,"Vehicle, side",2014-06-18T14:00:00,nearmiss,,,No injury,Personal business,,,,,,,,,,,,,,,733,-123.3666319,48.42847441
Near collision with moving object or vehicle,"Vehicle, angle",2014-11-10T16:40:00,nearmiss,"I was biking northbound on Vancouver St. through the intersection with Fort St.  A southbound car initiated a left turn (to go East on Fort St.).I swerved and sped up to get out of the way, the driver also swerved and slammed on the brakes.  We came within 1 foot of the car hitting me.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",NL,Flat,N,Heading straight,1986,12,M,737,-123.3597279,48.42399625
Near collision with moving object or vehicle,"Vehicle, side",2015-02-19T08:30:00,nearmiss,Skidded to a stop and nudged car front bumper after driver turned left across my lane,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,NW,Heading straight,,,M,739,-123.3910012,48.43094898
Near collision with moving object or vehicle,"Vehicle, side",2014-06-30T12:00:00,nearmiss,"as I clearly signalled, checked my rear mirror, and began to change lanes for a left turn, a commercial van coming up from behind on Tillicum at the bridge actually swept closely by me, swinging into an oncoming lane to get past.",,No injury,Personal business,,,,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,S,Turning left,,,,740,-123.4002936,48.44647381
Near collision with moving object or vehicle,"Vehicle, side",2014-07-03T15:20:00,nearmiss,"I was riding N on Government, went thru the intersection @ Belleville. The driver turned N onto Govt from Belleville, accelerated as she passed (on my L) -- driving so close the R side of her car clipped my L leg. Luckily I was able to maintain control and not topple over. Driver didn't even notice.",,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Heading straight,1960,12,F,748,-123.3687937,48.42087413
Near collision with moving object or vehicle,"Vehicle, side",2015-02-26T08:00:00,nearmiss,Driver of Uvic gardening vehicle on road ran stop sign saw me but cut me off anyway. I veered just missing him.  Bonehead driver who as UVic employee should know better never mind what a stop sign means.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",F,Flat,NE,Turning right,,,,750,-123.3136851,48.46052546
Near collision with moving object or vehicle,"Vehicle, side",2015-02-27T08:00:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,751,-123.3244514,48.44611264
Near collision with moving object or vehicle,"Vehicle, side",2015-03-02T10:35:00,nearmiss,I stopped at a 4-way stop sign and the car travelling south ran the stop sign and almost hit me. I put on my breaks quickly and avoided a collision. The car kept going and didn't stop.,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",B,Flat,SW,Heading straight,,,,756,-123.3049572,48.42250819
Near collision with moving object or vehicle,"Vehicle, rear end",2015-03-02T17:55:00,nearmiss,"Vehicle approached quickly from behind, forcing me to shift position to the right to avoid.",,No injury,Personal business,Y,N,N,Dry,No obstructions,Y,"Busy street, no bike facilities",FB,Flat,E,Heading straight,1982,8,M,757,-123.3493853,48.41901927
Near collision with moving object or vehicle,"Vehicle, rear end",2015-03-02T17:55:00,nearmiss,"Uphill and turning around a corner, a car passed me very closely. With the view obstructed, the driver of the vehicle passing me couldn't see the oncoming car. ",,No injury,Personal business,Y,Y,N,Dry,View obstructed,Y,"Busy street, no bike facilities",FB,Downhill,SW,Turning left,1982,8,M,758,-123.3461344,48.41818617
Near collision with moving object or vehicle,"Vehicle, rear end",2015-03-02T18:00:00,nearmiss,"Just passed a parked car,  heading back into the curb when the car behind me decided to speed up and blow right past me.",,No injury,Personal business,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",FB,Flat,S,Heading straight,1982,8,M,759,-123.3374226,48.41517406
Near collision with moving object or vehicle,"Vehicle, side",2015-03-04T17:55:00,nearmiss,"Turning left, two vehicles were ahead of the stop sign on Richardon. I slowed to let the first vehicle travel through the intersection, the taxi behind started to roll as I started to turn. He stopped but I was forced to stop quickly. My yelling at him brought attention of a police officer nearby",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,SE,Turning left,1982,8,M,766,-123.3549106,48.41961739
Near collision with moving object or vehicle,"Vehicle, side",2015-03-05T13:15:00,nearmiss,I was almost hit by a car overtaking to get to the light before it changed. He didn't make it. Passed me very close!,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,SW,Heading straight,1955,11,M,767,-123.3777523,48.43452534
Near collision with moving object or vehicle,"Vehicle, angle",2015-03-04T17:00:00,nearmiss,Truck turning right cut into the bike lane without shoulder checking and cut me off.  I was forced to brake quickly and move hard to the right.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Downhill,I don't know,Heading straight,,,,769,-123.510232,48.44340822
Near collision with moving object or vehicle,"Vehicle, side",2015-03-05T18:20:00,nearmiss,Older ford pickup truck rolled through stop sign on Ansell Rd.  I had to brake hard and swerve into the road to avoid a collision,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",FB,Flat,W,Heading straight,1988,8,M,773,-123.3238828,48.46360958
Near collision with moving object or vehicle,"Vehicle, side",2015-02-27T16:40:00,nearmiss,,,No injury,,Y,,,,,,,,,S,Heading straight,,,,774,-123.3545458,48.42124794
Near collision with moving object or vehicle,"Vehicle, side",2015-03-07T15:20:00,nearmiss,"A man on a motorcycle passed me too close and cut me off. I was on the section of Bay that says ""Cyclists May Use Entire Lane."" When I caught him at the next light (15 seconds later) and mentioned that he should have given me more room because of the sign, he said I was wrong.",,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Uphill,W,Heading straight,1955,11,M,775,-123.3571744,48.43536529
Near collision with moving object or vehicle,"Vehicle, rear end",2015-02-03T06:55:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,776,-123.3293974,48.43362842
Near collision with moving object or vehicle,"Vehicle, angle",2015-01-14T13:00:00,nearmiss,I was in the traffic lane preparing for a left turn at the end of colquitz river bridge.  A car crossed the double yellow to pass me on the left then upon seeing the approaching island did a panic re-entry into the lane I was occupying.,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Downhill,SW,Turning left,1950,6,M,779,-123.4081686,48.45867561
Near collision with moving object or vehicle,"Vehicle, rear end",2015-03-08T18:00:00,nearmiss,"GF and I riding down quiet street, no space for bikes and cars. Woman honks, then passes us very closely.",,No injury,Personal business,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,SW,Heading straight,1982,8,M,781,-123.3323371,48.41628493
Near collision with moving object or vehicle,"Vehicle, side",2015-03-13T09:10:00,nearmiss,"Truck turned out of side street, stopped only inches from me as he realized I was there.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,W,Heading straight,1982,8,M,783,-123.3529902,48.4195177
Near collision with moving object or vehicle,"Vehicle, rear end",2015-03-13T09:05:00,nearmiss,"Vehicle overtaking at a pedestrian island, speeding. Blew past me with within a few inches.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Uphill,NW,Turning right,1982,8,M,784,-123.3449864,48.41681899
Near collision with moving object or vehicle,"Vehicle, rear end",2015-03-13T17:15:00,nearmiss,"Trying to move from merge out of the bike lane and into traffic so you can make a left into the bike and pedestrian path specifically for that purpose is death defying. The cars are flying way past the speed limit, don't know hand signals and you have no margin for error. Signage needed!!!",,No injury,Commute,,,,,,,,,,,,,,,785,-123.4086406,48.45851908
Near collision with moving object or vehicle,"Vehicle, rear end",2015-03-06T06:30:00,nearmiss,While traveling south bound on the Pat Bay highway a truck overtook me and immediately moved over onto the side of the road which appeared that they tried to make me collide with the barrier at the off ramp at Quadra street. ,,No injury,Commute,,,,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,S,Heading straight,,,,791,-123.3848763,48.48895841
Near collision with moving object or vehicle,"Vehicle, side",2015-03-10T10:30:00,nearmiss,"The road is too narrow to share the lane with cars, so I started riding in the centre of the lane for that section. The driver of black sedan 156 SRA honked from behind and beside me, swore/shouted, and swerved in front of me. Then shouted and swore at me when we were both stopped at the light. ",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Uphill,E,Heading straight,1979,12,F,796,-123.3253956,48.44634037
Near collision with moving object or vehicle,"Vehicle, angle",2013-06-04T16:50:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,801,-123.3716315,48.42809353
Near collision with moving object or vehicle,"Vehicle, angle",2014-05-13T07:00:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,802,-123.3617985,48.43115114
Near collision with moving object or vehicle,"Vehicle, angle",2013-09-16T06:40:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,803,-123.4017849,48.46705987
Near collision with moving object or vehicle,"Vehicle, angle",2014-06-04T17:10:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,804,-123.3998537,48.46540234
Near collision with moving object or vehicle,"Vehicle, angle",2014-08-20T17:10:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,805,-123.3996928,48.46530986
Near collision with moving object or vehicle,"Vehicle, rear end",2015-03-26T09:05:00,nearmiss,"Headed uphill, watching vehicle on side-street, looked into mirror and saw truck directly behind me, dodged out of the way.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Uphill,N,Heading straight,1982,8,M,809,-123.3575392,48.42107705
Near collision with moving object or vehicle,"Vehicle, side",2015-03-21T19:00:00,nearmiss,Major conflict with vehicles both going south on Foul Bay and turning right on Fort Street at the intersection. This is one of many incidence I have had at the intersection. There is no clear space for a bike to safely travel with any room on both sides of the intersection. ,,No injury,Social reason,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,S,Heading straight,1984,1,M,812,-123.322413,48.43216556
Near collision with moving object or vehicle,"Vehicle, side",2015-03-23T09:15:00,nearmiss,"White truck stopped at stop sign and then proceeded to turn into intersection which was occupied by the cyclist who was signaling a left turn at the time, forcing the cyclist to lock up brakes and nearly collide with the side of the truck",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",F,Flat,S,Turning left,1986,8,M,833,-123.3323693,48.48615672
Near collision with moving object or vehicle,"Vehicle, head on",2015-04-10T08:30:00,nearmiss,,,No injury,Commute,,,,Dry,No obstructions,N,Busy street bike lane,NL,Uphill,N,Heading straight,,,,840,-123.3846889,48.43038954
Near collision with moving object or vehicle,"Vehicle, side",2015-04-03T10:00:00,nearmiss,,,No injury,Social reason,,,,,,,,,,,,,,,851,-123.3759499,48.45102292
Near collision with moving object or vehicle,"Vehicle, side",2015-01-13T16:30:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,853,-123.3749574,48.44799497
Near collision with moving object or vehicle,"Vehicle, side",2015-04-09T08:45:00,nearmiss,Van stopped at stop sign. Driver started to proceed through crosswalk while I was directly infront of vehicle. Driver stopped again and apologized.,,No injury,Commute,,,,Dry,No obstructions,N,Mixed use trail,FB,Flat,N,Heading straight,,,,854,-123.3750486,48.44797718
Near collision with moving object or vehicle,"Vehicle, side",2015-04-02T17:15:00,nearmiss,"Driver of a silver sedan blew through the stop sign at Ardersier Road and the Galloping Goose. I could see that she wasn't likely to stop, so I slammed on my breaks. There were many cyclists in the area at the time.",,No injury,Commute,,,,Dry,No obstructions,N,Mixed use trail,FB,Flat,N,Heading straight,,,,858,-123.3747804,48.4490304
Near collision with moving object or vehicle,"Vehicle, side",2015-04-14T17:00:00,nearmiss,Vehicle failed to stop behind stop line - pulled right up to cross road (and across bike lane),,No injury,Commute,Y,Y,N,Wet,View obstructed,N,Cycle track,FB,Downhill,W,Heading straight,1965,,M,867,-123.3471859,48.47750891
Collision with moving object or vehicle,"Vehicle, head on",2015-03-10T08:45:00,nearmiss,,,"Injury, saw family doctor",Commute,,,,,,,,,,,,,,,870,-123.3806169,48.45618177
Near collision with moving object or vehicle,"Vehicle, angle",2015-01-08T16:00:00,nearmiss,The westbound bike lane on Esquimalt ends as it approaches Tyee. At that point the travel lane is marked with sharrows seemingly to allow cyclists continuing west on Esquimalt to get into the bike lane. Motorists coming up behind and turning right onto Tyee often ignore this and pass unsafely.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Uphill,W,Heading straight,1981,3,M,874,-123.3766633,48.4283427
Near collision with moving object or vehicle,"Vehicle, angle",2015-04-09T16:05:00,nearmiss,Motorist failing to obey sharrows and passing unsafely,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Uphill,W,Heading straight,1981,3,M,875,-123.3766472,48.4283427
Near collision with moving object or vehicle,"Vehicle, side",2015-04-16T18:25:00,nearmiss,,,No injury,Exercise or recreation,,,,,,,,,,,,,,,876,-123.3218637,48.44626494
Near collision with moving object or vehicle,"Vehicle, side",2015-04-18T10:15:00,nearmiss,At t junction driver came a stop with nose of vehicle in bike lane.  Evasive manoeuvre needed,,No injury,Exercise or recreation,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,NL,Flat,S,Heading straight,1963,1,M,881,-123.403759,48.63781496
Near collision with moving object or vehicle,"Vehicle, side",2015-04-13T16:15:00,nearmiss,the bike lane is not painted well on the E side of Finlayson at Douglas; cars often come into bike lane; suggest take a little sidewalk and make it bigger/clearer,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Flat,E,Heading straight,,,,882,-123.3706927,48.44503801
Near collision with moving object or vehicle,"Vehicle, side",2015-04-13T11:05:00,nearmiss,"Vehicle did a u-turn causing me to lock up brakes, narrowly missing side of vehicle",,No injury,Exercise or recreation,,,,,,,,,,,,,,,888,-123.3493853,48.40601559
Near collision with moving object or vehicle,"Vehicle, angle",2015-04-19T16:45:00,nearmiss,"Not me, observed other cyclist.Cyclist crossed McKenzie at East crossing (to continue on Lochside trail) on Green light, and was almost clipped by a Right turning green Cab. Armwaving\flipping-off the other party was done from both sides",,No injury,Exercise or recreation,,,,Dry,No obstructions,N,Busy street bike lane,NL,Flat,N,Heading straight,,,,889,-123.3611816,48.47042813
Near collision with moving object or vehicle,"Vehicle, side",2015-04-20T16:30:00,nearmiss,"Cycling across the crosswalk a vehicle failed to yield until I called out. I braked abruptly and the vehicle (the driver heard me call), gave a startled cry and stopped in front of me. This is the second time this has happened to me at this crosswalk in the past few months.",,No injury,Commute,Y,I don't know,N,Dry,No obstructions,N,Cycle track,NL,Flat,NW,I don't remember,1965,10,M,891,-123.3807027,48.45615331
Near collision with moving object or vehicle,"Vehicle, head on",2015-04-21T08:50:00,nearmiss,Turning left (N) at intersection of Fort and Foul Bay. Driver heading West on Fort ran late yellow while I was in the lane and had to take evasive action to avoid hitting me.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Turning left,1975,7,M,892,-123.3224076,48.43219048
Near collision with moving object or vehicle,"Vehicle, head on",2015-04-22T10:10:00,nearmiss,I witnessed a very close call that neither the cyclist or the vehicle realized. A cyclist was heading south on Quadra and turned right onto the Galloping Goose. Meanwhile a car was turning right off of Greenridge to head south down Quadra and almost t-boned the cyclist.,,No injury,,,,,,,,,,,,,,,,893,-123.3630216,48.46797754
Near collision with moving object or vehicle,"Vehicle, side",2015-04-15T11:20:00,nearmiss,,Too soon,No injury,Exercise or recreation,,,,,,,,,,,,,,,887,-123.3750218,48.44799319
Near collision with moving object or vehicle,"Vehicle, head on",2015-04-15T16:30:00,nearmiss,"I waited for a break in traffic. A car failed to stop at the crosswalk, despite seeing me coming. I braked quickly and managed to not get run over. The passengers in the car got a scare. They were so close to hitting me that I could see them throw their hands up in the air and cover their faces.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Cycle track,NL,Flat,SE,Heading straight,1978,7,F,896,-123.4048641,48.45992071
Near collision with moving object or vehicle,"Vehicle, side",2015-04-26T09:10:00,nearmiss,I was riding north and a white mini-van pulled out from Simcoe and almost hit me from the side.  I clearly had the right-of-way. Evasive maneuvering was needed.,,No injury,Social reason,,,,,,,,,,,,,,,901,-123.3855801,48.42093109
Near collision with moving object or vehicle,"Vehicle, side",2015-04-30T08:25:00,nearmiss,"Heading uphill, out from parked car, vehicle pulls directly behind and passes me within foot.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Uphill,N,Heading straight,1982,8,M,907,-123.3574748,48.42131202
Near collision with moving object or vehicle,"Vehicle, side",2015-04-30T08:25:00,nearmiss,"Vehicle turned left off of Burdett heading north on Vancouver, forcing me to dodge right to avoid them.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Uphill,N,Heading straight,1982,8,M,908,-123.3574426,48.42152206
Near collision with moving object or vehicle,"Vehicle, side",2015-04-30T17:00:00,nearmiss,"At a four way stop. I was the second vehicle and stopped to wait for the cross traffic vehicle on to the right. When the 1st car had passed through the intersection I began to proceed through the intersection when a second car coming from the right again, failed to stop at the stop sign.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",B,Flat,S,Heading straight,1983,9,M,909,-123.3693731,48.51822468
Near collision with moving object or vehicle,"Vehicle, rear end",2015-05-01T06:55:00,nearmiss,"Car approached me quickly from the rear, passed me very closely and forced me to dodge right.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,E,Heading straight,1982,8,M,912,-123.3493692,48.41902995
Near collision with moving object or vehicle,"Vehicle, side",2015-05-14T17:00:00,nearmiss,Vehicle pulled out of parking lot at Tuscany Village onto MacKenzie Ave. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Flat,W,Heading straight,1960,10,F,939,-123.3321333,48.46828342
